SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_1-2 years,tenure_group_2-4 years,tenure_group_4-5 years,tenure_group_5+ years,MonthlyChargeLevel_Medium,MonthlyChargeLevel_High,MonthlyChargeLevel_Very High
0,0,0,-1.2861451872261143,1,1,1.1708870320812899,-0.9675684247178118,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True
0,0,0,1.607062093178246,1,0,1.4681703076342307,2.450777964338571,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True
0,1,1,0.7920741268671586,1,0,1.1725478325033731,1.2932369821108722,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True
0,1,1,-0.8786512040705705,1,1,0.4816548569166504,-0.6299330773759245,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,1.1995681100227022,1,0,0.6460740987029139,1.167851541698714,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
0,1,1,-1.2861451872261143,1,0,-1.498019246206844,-1.0028811486474187,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
0,1,1,0.7920741268671586,1,0,1.2041030405229591,1.3181338808117093,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True
0,1,1,0.3030813470805062,1,1,1.4980647152317328,0.9524812820633198,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True
0,1,1,0.7920741268671586,1,0,-1.5079840487393448,-0.5666909992991297,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False
0,1,0,1.4033151016004741,1,0,1.2987686645817167,2.0827301652738615,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,True
0,0,0,-1.2453957889105598,1,0,-1.5030016474730943,-0.9943551144939107,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,0,-1.2861451872261143,1,0,-1.498019246206844,-1.0028811486474187,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,0,-0.715653610808353,0,1,-0.870236686659293,-0.7466166891159454,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False
0,1,0,0.14008375381828872,1,1,1.363539881042972,0.673539329628701,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True
0,0,0,0.22158255044939748,1,1,0.6394308970145799,0.4230760892119856,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,1,1,1.607062093178246,1,1,0.391971634124143,1.391681912543131,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False
0,0,0,-1.2453957889105598,1,1,0.3238788168187209,-0.947989310205503,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,0,0,-0.6341548141772443,1,0,-1.512966450005595,-0.8494345081991014,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False
1,1,0,0.8735729234982674,1,1,1.2124070426333764,1.3497768941649353,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False,True
0,1,1,1.5255632965471373,1,0,0.9599653784766895,1.8797753935166421,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0,1,1,-0.1859114327061462,0,1,-0.1660573076959023,-0.2723890007992992,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False
0,1,1,1.2810669066538112,1,1,1.5429063266279868,2.182098016928922,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,True
0,0,0,-1.2861451872261143,1,1,-0.6460286296780248,-0.991608325140332,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,0,0,-1.2861451872261143,0,0,-1.3219744014659962,-1.0005518712755843,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,1,1,-0.1044126360750375,1,0,0.04320354548661463,-0.16627503449184888,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
0,1,1,-1.2861451872261143,1,0,-1.512966450005595,-1.0030789174808765,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,0,-0.6749042124927986,1,1,-0.06474848194881082,-0.5426730731914381,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
0,0,0,-1.2453957889105598,1,0,-1.4930368449405937,-0.9968162377547173,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,0,0.6290765336049412,1,1,1.2904646624712994,1.1620942712136135,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True
0,0,0,-1.163896992279451,1,1,0.3122532138641368,-0.87991288286641,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False
0,1,1,-0.06366323775948311,1,1,0.5364612708454051,0.1071953135504412,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False
0,0,0,1.1995681100227022,1,0,0.8536741514633475,1.4435412955386957,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,1,1,1.4440644999160286,1,0,0.1926755834741268,1.124254501078714,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False
0,1,0,1.0773199150760393,1,0,0.9416965738337709,1.3556660105390077,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
0,0,1,-1.163896992279451,1,1,-1.4814112419860093,-0.9743804623146868,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
1,1,1,1.4440644999160286,1,0,-1.5113056495835118,-0.48707805667500625,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
0,1,0,0.7105753302360499,1,1,1.483117511432982,1.3641480960628587,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0,0,0.34383074539606057,1,1,0.32055721597455417,0.346671396552842,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
0,0,0,-0.7971524074394618,0,1,-1.1077311470172289,-0.8402492446007342,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
0,1,1,-0.715653610808353,1,1,-0.1776829106504866,-0.6305483581911261,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0,0,0,1.4440644999160286,0,1,-0.8336990773734566,0.2173305794715306,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
1,1,0,-1.2453957889105598,1,1,0.14285157081162275,-0.9440339335363498,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,1,1,1.4440644999160286,1,1,1.270535057406298,2.0974749305238714,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,True,False,False,True
0,1,1,1.2403175083382567,1,0,-1.516288050849762,-0.4561821700259536,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False
0,1,0,-1.2861451872261143,1,1,0.3188964155524703,-0.9788412482248986,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,1,-1.0823981956483424,1,1,-0.6775838376976105,-0.8970088998030835,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,-1.2453957889105598,1,1,0.6975589117875013,-0.9389139181812794,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
0,0,0,0.4660789403427237,1,0,-1.4930368449405937,-0.640151133771237,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False
0,1,0,1.158818711707148,1,0,1.2007814396787924,1.7940096427405023,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True
0,0,0,-1.2861451872261143,1,1,0.15281637334412346,-0.9810386797077615,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,0,0,-1.2861451872261143,1,1,0.3222180163966375,-0.9787972995952413,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1,0,0,-0.8786512040705705,1,0,0.8204581430216781,-0.5511771330301175,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1,1,0,-0.7564030091239073,1,1,1.1692262316592064,-0.4096185969040884,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True
0,1,0,-0.1859114327061462,1,1,1.3220198704908854,0.32707030772570483,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True
0,1,1,1.1995681100227022,1,1,1.167565431237123,1.7497973213053009,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True
0,0,0,-1.2861451872261143,1,1,-0.16107490642965194,-0.9851918252103723,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
0,0,0,-1.2046463905950056,1,1,0.33052201850705487,-0.9182800365571965,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1,1,0,0.34383074539606057,0,1,-0.36701415876800186,-0.03798898452231172,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False
1,0,0,0.9550717201293761,1,0,1.320359070068802,1.5555663525350476,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1,1,0,0.3845801437116149,1,1,1.0147717924054436,0.7158179113589834,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True
1,0,0,0.9550717201293761,1,1,1.1592614291267056,1.49621372818292,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0,1,0,-0.26741022933725495,1,0,0.5613732771766571,-0.09813268420826973,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False
0,1,0,1.1995681100227022,1,0,1.6259463477321603,2.0170489382510888,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True
0,0,0,-1.0823981956483424,1,1,0.8055109392229267,-0.7975751252035365,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
0,0,0,-0.1859114327061462,1,0,0.8636389539958481,0.14253001179487695,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
1,0,0,-1.2861451872261143,1,1,0.15281637334412346,-0.9810386797077615,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,1,1,-1.2861451872261143,1,0,0.3188964155524703,-0.9788412482248986,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,0,0,0.34383074539606057,1,0,-1.473107239875592,-0.6445899453666201,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False
0,1,0,1.4033151016004741,1,1,-1.466464038187258,-0.42825281587876585,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
0,1,0,0.9550717201293761,0,1,-0.36369255792383515,0.2891646146463195,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False
0,0,0,1.2403175083382567,1,1,0.4932804598712345,1.1249137305235728,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,True,False
0,1,1,0.9143223218138218,1,0,-1.5113056495835118,-0.5605601654619422,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False
0,0,1,-1.2861451872261143,1,0,-0.6975134427626122,-0.9922895289000195,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,0,1,-0.4711572209150268,1,0,-0.6427070288338578,-0.5787109495103899,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
0,1,1,1.4033151016004741,1,1,1.572800734225489,2.235495601962491,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,False,False,True,False,False,True
1,0,0,0.7513247285516043,1,1,0.9632869793208563,1.1443829734617383,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True
1,0,0,-1.0823981956483424,1,0,0.3122532138641368,-0.8208459246070547,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,0,0,-0.9601500007016792,1,1,-0.7058174448730296,-0.8333273354297162,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,1,1,-0.9194006023861249,1,1,-1.4930368449405937,-0.9155991701481038,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
0,1,0,0.4253295420271693,1,1,-0.0049596667538060425,0.266487121743174,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0,1,1,1.4033151016004741,1,0,1.3851302865300572,2.068952269876311,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,True,False,False,True
0,0,0,-0.2266608310217006,1,1,1.016432592827527,0.12894988523078407,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,0,1,-0.3489090259683637,0,0,-0.9715455124063844,-0.6465017107567109,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False
1,0,0,-0.5119066192305812,1,0,0.20928358769496147,-0.40109256275058025,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
1,0,0,0.34383074539606057,1,1,1.308733467114218,0.8051874497670183,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True
0,1,1,-0.5526560175461356,1,0,-1.4897152440964267,-0.8412380887680226,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False
0,0,0,1.1180693133915935,0,0,-0.3786397617225862,0.41101219037106823,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False
0,1,0,0.14008375381828872,1,0,0.5115492645141531,0.2794299931772367,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
0,0,0,-1.2046463905950056,1,1,-0.35871015665758454,-0.9499230499104225,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,0,0,-1.0823981956483424,1,0,-1.488054443674343,-0.9572844453780133,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,0,-0.9194006023861249,1,1,-1.476428840719759,-0.9292891682863398,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1,1,0,1.607062093178246,1,1,1.0496486012691963,1.9889657639001008,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0,1,0,-0.8786512040705705,1,1,-0.6344030267234404,-0.7822590277679818,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,1,1,0.8735729234982674,1,1,0.18935398262996006,0.6452364121294265,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
0,1,0,1.2810669066538112,1,0,-0.2208637216246567,0.6392813728108679,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
0,1,1,1.158818711707148,0,1,-0.11789409545548162,0.6369520954390334,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False
0,1,0,1.5663126948626918,1,0,0.5115492645141531,1.5053770174664582,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False
0,0,0,-1.0008993990172337,1,0,0.6626821029237485,-0.7178742853200984,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,1,0,-0.6341548141772443,1,1,1.0513094016912803,-0.3136128154178075,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True
0,1,1,-0.6749042124927986,1,0,0.10797476194787,-0.5216656282152686,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False
0,1,1,-0.43040782259947247,1,0,-0.12785889798798256,-0.3866554379081709,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
0,0,1,-0.4711572209150268,1,0,0.5098884640920691,-0.24375646857759534,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
0,1,1,1.1995681100227022,1,1,0.5464260733779057,1.1783552641867991,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False
0,0,0,-0.5934054158616899,1,0,-0.32549414821591516,-0.5466064755457627,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
0,0,0,-1.041648797332788,1,1,1.1559398282825384,-0.7157427767817214,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True
0,0,0,0.22158255044939748,1,0,-1.5179488512718458,-0.6795950288886264,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
0,1,1,-0.6749042124927986,1,0,1.185834235880041,-0.34242114215814035,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True
0,1,1,-1.2861451872261143,1,1,0.18769318220787667,-0.9805772190963602,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,1,1,1.2810669066538112,1,1,-1.3352608048426642,-0.3458711095862352,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False
0,1,1,1.2810669066538112,1,0,0.14119077038953937,0.943098249631495,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False
0,0,0,-1.2861451872261143,1,0,-0.5663102094180181,-0.9905535580285579,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,0,0,-1.1231475939638966,0,0,-0.8469854807501244,-0.9190051889465413,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
0,1,1,1.3625657032849199,1,1,-0.17436130980631964,0.7449119041920885,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False
0,1,1,0.6698259319204956,1,1,0.8437093489308467,0.963710156940749,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0,0,0,-0.9601500007016792,1,1,-1.5113056495835118,-0.9330248018072067,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0,0,0,0.7513247285516043,1,0,0.5314788695791545,0.7840042102722198,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0,1,1,1.607062093178246,1,0,0.1611203754545408,1.2307859793679083,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
0,0,0,-0.26741022933725495,1,1,0.5148708653583197,-0.09362794966840075,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,1,0,1.158818711707148,1,1,1.2721958578283812,1.8530985753146867,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True
1,1,0,0.7513247285516043,1,1,0.9566437776325223,1.0763504947523022,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1,0,0,1.1180693133915935,1,1,1.2090854417892098,1.7029041334610062,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True
0,1,0,1.1180693133915935,1,0,-1.4963584457847605,-0.4586872419164173,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False
0,1,1,0.058584957187179994,1,1,-0.1394845009425669,-0.11417393403316912,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
0,0,0,0.7920741268671586,1,0,-0.2341501250013244,0.3254002597987289,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False
0,1,0,0.8735729234982674,1,0,1.5063687173421503,1.578331742697507,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True
0,0,0,-0.9194006023861249,1,0,-0.6310814258792734,-0.7953557194058449,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,0,0,0.7920741268671586,1,0,0.29896681048746887,0.6925471119554653,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False
0,1,1,0.3030813470805062,1,1,0.5381220712674885,0.4352938082567035,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,0,0,-1.1231475939638966,0,1,-0.4650013836709266,-0.8771660935128313,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False
0,0,0,-1.2046463905950056,1,0,-0.48493098873592827,-0.9513074317446262,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0.7920741268671586,0,0,-0.036514874773391805,0.45403789880552403,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False
0,1,1,0.506828338658278,1,1,1.0280581957821116,0.9470096776709909,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,0,0,-1.2453957889105598,1,1,0.18935398262996006,-0.9449788290739809,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,0,0,-0.2266608310217006,1,0,0.5547300754883231,-0.03924152046754354,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,False
1,0,0,-1.0008993990172337,1,0,1.1725478325033731,-0.6458205069970234,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True
0,0,0,-1.2453957889105598,1,1,-1.494697645362677,-0.9936519364193945,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,0,-1.2453957889105598,1,0,0.4833156573387338,-0.9449348804443237,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,1,0,0.5883271352893868,1,1,0.6743077058783327,0.7663808097796593,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
0,0,0,-0.6749042124927986,1,0,-1.5030016474730943,-0.8866589975187992,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False
0,1,0,1.4848138982315828,1,1,-0.11789409545548162,0.8039788624514437,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,True,False,False
0,1,1,1.2810669066538112,1,0,-1.501340847051011,-0.4241875676354695,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
